pl_name,hostname,sy_snum,sy_pnum,disc_year,discoverymethod,pl_rade,pl_bmasse,pl_dens,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_eqt,pl_trandep,pl_trandur,pl_tranmid,pl_insol,st_teff,st_rad,st_mass,st_lum,st_met,st_logg,st_age,sy_dist,sy_vmag,sy_jmag,st_lum_linear,snr_proxy,distance_penalty,transit_depth_norm,obs_duration_norm,detectability,spectral_class,star_O,star_B,star_A,star_F,star_G,star_K,star_M,star_Unknown,priority_score,_hz_factor_diag,_esi_diag,_rocky_diag
Kepler-785 b,Kepler-785,1,1,2016.0,Transit,13.02,112.71795815907893,0.2815584300282201,1.973760926,0.025,0.0,87.9,753.0,3.02224,1.82916,2455011.6893717,163.862,4739.0,0.71,0.77,-0.68251,-0.02,4.62,2.82,642.051,16.315,14.079,0.2077255894437321,0.0954673345228572,0.001627825831879279,0.053349338040506004,0.0341261194029214,0.01927333573379078,K,0,0,0,0,0,1,0,0,0.0,0.0,0.2619327186946083,0.1
Kepler-786 b,Kepler-786,1,1,2016.0,Transit,2.43,6.48,2.48,53.5293487,0.25483,0.0,89.72,348.0,0.10861,5.577,2454980.86415,3.658,4838.0,0.74,0.81,-0.58348,0.09,4.61,2.51,485.318,15.253,13.341,0.26092758818423356,0.011821433294285895,0.007803522848538379,0.001917210944392026,0.10404850746249245,0.0037293700255505886,K,0,0,0,0,0,1,0,0,0.0,0.0,0.7438721165751656,0.5
Kepler-787 b,Kepler-787,1,1,2016.0,Transit,1.28,2.18,5.71,0.928310498,0.0159,0.0,88.27,1115.0,0.03762,1.3,2454966.80341,493.553,4248.0,0.62,0.65,-0.89537,-0.09,4.67,3.39,503.568,16.696,13.937,0.12724185738509297,0.0011418011270845647,0.006501775405946039,0.0006640776699017404,0.02425373134323833,0.002180405999037964,K,0,0,0,0,0,1,0,0,0.0,0.0,0.7875146999541003,1.0
Kepler-788 b,Kepler-788,1,1,2016.0,Transit,2.55,7.04,2.33,8.39846269,0.0835,0.0,86.16,984.0,0.03401,6.488,2454969.31155,357.191,6159.0,1.23,1.16,0.33615,0.05,4.32,3.02,1775.8,15.45,14.193,2.168452932603895,0.0018216378963934435,1.9399859755523236e-08,0.0006003530450121794,0.12104477611917716,0.0002749232243048581,F,0,0,0,1,0,0,0,0,0.0,0.0,0.6189991573084852,0.1
Kepler-789 b,Kepler-789,1,1,2016.0,Transit,2.12,5.14,2.96,8.63847725,0.0951,0.0,89.77,1419.0,0.03959,5.4301,2454972.94642,312.34,5870.0,1.02,1.01,0.49628,-0.06,4.42,3.72,1480.16,14.723,13.454,3.1353064796203864,0.0038316816181721983,3.730326080791024e-07,0.000698852603705739,0.10130783582070652,0.0004655912997390525,G,0,0,0,0,1,0,0,0,0.0,0.0,0.627540843978939,0.5
Kepler-79 b,Kepler-79,1,4,2012.0,Transit,3.47,10.9,1.43,13.4845,0.117,0.015,88.78,929.0,0.06751,5.0575,2455684.307,205.404,6174.0,1.302,1.165,0.342,-0.0731,4.274,3.44,1020.72,14.036,12.913,2.197859872784825,0.010378534987042744,3.6903653536126226e-05,0.0011917034421867754,0.09435634328340604,0.0011316304110957544,F,0,0,0,1,0,0,0,0,0.0,0.0,0.5253017290268153,0.1
Kepler-79 c,Kepler-79,1,4,2012.0,Transit,3.72,5.9,0.62,27.4029,0.187,0.03,89.48,734.0,0.07899,6.8491,2455706.475,79.765,6174.0,1.302,1.165,0.342,-0.0731,4.274,3.44,1020.72,14.036,12.913,2.197859872784825,0.014131519671561605,3.6903653536126226e-05,0.0013943512797857118,0.12778171641767205,0.001491179281258114,F,0,0,0,1,0,0,0,0,0.0,0.0,0.4201199405305795,0.1
Kepler-79 d,Kepler-79,1,4,2014.0,Transit,7.16,6.0,0.09,52.0902,0.287,0.025,89.93,592.0,0.2968,8.6329,2455721.011,33.874,6174.0,1.302,1.165,0.342,-0.0731,4.274,3.44,1020.72,14.036,12.913,2.197859872784825,0.0596131748278089,3.6903653536126226e-05,0.005239187996460302,0.1610615671638786,0.006126276420120322,F,0,0,0,1,0,0,0,0,0.0,0.0,0.20343035099673265,0.1
Kepler-79 e,Kepler-79,1,4,2014.0,Transit,3.49,4.1,0.53,81.0659,0.386,0.012,89.13,511.0,0.0453,3.001,2455702.126,18.78,6174.0,1.302,1.165,0.342,-0.0731,4.274,3.44,1020.72,14.036,12.913,2.197859872784825,0.005364524088090208,3.6903653536126226e-05,0.0007996469549853493,0.05598880597004479,0.0006270073395908593,F,0,0,0,1,0,0,0,0,0.0,0.0,0.4270063188456716,0.1
Kepler-790 b,Kepler-790,1,1,2016.0,Transit,2.18,5.39,2.86,13.73469807,0.101,0.0,86.64,634.0,0.07464,2.3574,2454975.33085,38.274,5208.0,0.8,0.84,-0.42384,-0.05,4.56,4.9,703.168,15.534,13.784,0.376842607360109,0.003512273041976907,0.0008834463433210997,0.0013175639894063237,0.043981343283500035,0.000827104513054072,G,0,0,0,0,1,0,0,0,0.0,0.0,0.716147659537823,0.5
Kepler-791 b,Kepler-791,1,1,2016.0,Transit,3.05,9.53,1.85,14.5539759,0.1256,0.0,80.57,939.0,0.03197,6.254,2454967.11314,140.057,6383.0,1.47,1.3,0.40273,0.06,4.21,2.24,1266.34,14.473,13.418,2.527726025699455,0.003432587168717057,3.16486549785318e-06,0.0005643424536618458,0.11667910447739424,0.0004056021320068482,F,0,0,0,1,0,0,0,0,0.0,0.0,0.5734749161797632,0.1
Kepler-792 b,Kepler-792,1,1,2016.0,Transit,1.96,4.5,3.28,11.30119217,0.0988,0.0,89.69,852.0,0.02771,3.98,2454967.92026,176.032,5971.0,1.12,1.09,0.27379,0.08,4.38,3.39,1425.47,15.117,13.787,1.878408306226525,0.0016895772836933852,6.445586615580283e-07,0.0004891438658420315,0.07425373134314504,0.00024164323493973644,G,0,0,0,0,1,0,0,0,0.0,0.0,0.7129449109204549,0.85
Kepler-793 b,Kepler-793,1,1,2016.0,Transit,1.37,2.45,5.24,4.24153639,0.0491,0.0,88.62,1177.0,0.01881,3.115,2454966.4581,617.407,5745.0,0.97,0.98,0.11018,0.0,4.46,4.27,985.699,14.742,13.353,1.288783597115623,0.0015132748733726628,5.2379775755661045e-05,0.0003320388349508702,0.05811567164168262,0.0002107563559682779,G,0,0,0,0,1,0,0,0,0.0,0.0,0.7715862090884831,1.0
Kepler-794 b,Kepler-794,1,1,2016.0,Transit,2.11,5.1,2.98,11.13125132,0.10036,0.0,89.97,952.0,0.02112,4.1751,2454967.36532,299.97,5839.0,1.38,1.19,0.50637,0.34,4.23,4.07,931.192,13.599,12.337,3.2090020903807464,0.005014496757710552,9.034092397855933e-05,0.00037281553397992443,0.07789365671627257,0.0005279184580687361,G,0,0,0,0,1,0,0,0,0.0,0.0,0.6776014148666325,0.5
Kepler-795 b,Kepler-795,2,1,2016.0,Transit,1.68,3.46,4.01,29.6193421,0.1803,0.0,89.94,580.0,0.03147,4.9768,2454966.68225,28.9,5631.0,0.96,0.94,-0.02178,-0.02,4.45,6.46,492.122,13.423,12.143,0.9510864622990997,0.009753754877093936,0.0072902313369603315,0.0005555163283308816,0.09285074626848348,0.003127282386245713,G,0,0,0,0,1,0,0,0,0.0,0.0,0.80845232095044,1.0
Kepler-796 b,Kepler-796,1,1,2016.0,Transit,1.3,2.24,5.6,6.40087618,0.07317,0.0,85.17,1109.0,0.01408,2.5038,2454969.88109,962.264,5475.0,1.09,0.93,0.57234,0.09,4.33,11.75,817.584,13.175,11.606,3.7354248189273984,0.005075776285611054,0.0002813700080965114,0.00024854368931994964,0.04671268656707703,0.0005655818290365686,G,0,0,0,0,1,0,0,0,0.0,0.0,0.7897646993881382,1.0
Kepler-797 b,Kepler-797,1,1,2016.0,Transit,2.17,5.35,2.88,27.07237711,0.181,0.0,89.97,605.0,0.05142,6.943,2454972.11225,90.1,5680.0,0.95,0.96,0.46974,-0.02,4.47,3.89,1315.26,14.751,13.293,2.9494429487331972,0.0065268804041234115,1.940431862746011e-06,0.00090767872903635,0.12953358208931057,0.0007369298476994851,G,0,0,0,0,1,0,0,0,0.0,0.0,0.7231210117040704,0.5
Kepler-798 b,Kepler-798,1,1,2016.0,Transit,2.39,6.3,2.54,13.71933369,0.1174,0.0,89.93,864.0,0.03164,5.5426,2454973.74786,141.888,6224.0,1.29,1.19,0.22222,0.03,4.29,2.82,972.274,14.221,13.144,1.6680920017920502,0.004116169435955812,5.990563403023207e-05,0.0005585172109434096,0.10340671641771752,0.0004795666489909344,F,0,0,0,1,0,0,0,0,0.0,0.0,0.6528480390214239,0.5
Kepler-799 b,Kepler-799,1,2,2016.0,Transit,6.88,37.9,0.64,133.4605235,0.5167,0.0,89.84,433.0,0.50329,11.611,2455049.04571,6.356,5681.0,0.93,0.95,-0.09,-0.07,4.49,3.98,1509.084,15.166,13.969,0.8128305161640993,0.044325445975760165,2.793389270763352e-07,0.008884201235641863,0.21662313432795405,0.005544771256613811,G,0,0,0,0,1,0,0,0,0.0,0.0,0.41768571032558327,0.1
Kepler-799 c,Kepler-799,1,2,2021.0,Transit,2.78068551,8.15,2.08,15.19419956,0.1214,0.0,87.06,893.0,0.03678,3.106,2454975.73422,150.25,5588.0,1.593,1.031,0.349,0.14,4.047,0.5,1509.084,15.166,13.969,2.2335722228305315,0.0016753766202317413,2.793389270763352e-07,0.0006492497793457206,0.05794776119392173,0.0002723477362812411,G,0,0,0,0,1,0,0,0,0.0,0.0,0.6045783781184042,0.1
Kepler-8 b,Kepler-8,1,1,2010.0,Transit,15.871944,187.5197,0.27,3.5224991,0.0474,0.0,83.978,1680.0,0.91457,3.19061,2454954.11931,1444.881,6213.0,1.486,1.213,0.605,-0.055,4.174,3.47,1021.87,13.598,12.576,4.027170343254591,0.15231890621541938,3.648169244707541e-05,0.01614421888787971,0.05952630597003819,0.016187528637293967,F,0,0,0,1,0,0,0,0,0.0,0.0,0.21487833210143123,0.1
Kepler-80 b,Kepler-80,1,6,2012.0,Transit,2.67,6.93,1.38,7.05246,0.0648,0.0049,89.34,547.0,0.14801,2.3982,2455658.399,54.382,4540.0,0.678,0.73,-0.76955,0.04,4.639,2.0,369.451,15.23,12.954,0.1700004222156366,0.015088072351023591,0.024859631898208622,0.002612709620471999,0.04474253731334936,0.009262980377782263,K,0,0,0,0,0,1,0,0,0.0,0.0,0.5894693542487854,0.1
Kepler-80 c,Kepler-80,1,6,2012.0,Transit,2.74,6.74,1.22,9.52355,0.0792,0.0079,89.33,495.0,0.14913,2.3569,2455696.047,36.482,4540.0,0.678,0.73,-0.76955,0.04,4.639,2.0,369.451,15.23,12.954,0.1700004222156366,0.015070775346950591,0.024859631898208622,0.0026324801412133587,0.0439720149252911,0.00926546416466547,K,0,0,0,0,0,1,0,0,0.0,0.0,0.5753951856095029,0.1
Kepler-80 d,Kepler-80,1,6,2014.0,Transit,1.53,6.75,7.04,3.07222,0.0372,0.0041,88.35,722.0,0.0539,1.8732,2455695.129,164.625,4540.0,0.678,0.73,-0.76955,0.04,4.639,2.0,369.451,15.23,12.954,0.1700004222156366,0.0048560241705069215,0.024859631898208622,0.0009514563106779322,0.034947761193964644,0.00806096307685511,K,0,0,0,0,0,1,0,0,0.0,0.0,0.8010021763742142,1.0
Kepler-80 e,Kepler-80,1,6,2014.0,Transit,1.6,4.13,3.75,4.64489,0.0491,0.0035,88.79,629.0,0.05655,2.0271,2455696.915,94.781,4540.0,0.678,0.73,-0.76955,0.04,4.639,2.0,369.451,15.23,12.954,0.1700004222156366,0.00529993076254725,0.024859631898208622,0.000998234774932042,0.03781902985067571,0.008108052675739524,K,0,0,0,0,0,1,0,0,0.0,0.0,0.7915775713828821,1.0
Kepler-80 f,Kepler-80,1,6,2016.0,Transit,1.21,4459.73,703.0,0.9867873,0.0175,0.186,86.5,1054.0,0.045,1.1879,2454966.17036,750.964,4540.0,0.678,0.73,-0.76955,0.04,4.639,2.0,369.451,15.23,12.954,0.1700004222156366,0.003228512371509303,0.024859631898208622,0.0007943512797867708,0.02216231343279447,0.007891196800763967,K,0,0,0,0,0,1,0,0,0.0,0.0,0.1825064698754378,1.0
Kepler-800 b,Kepler-800,1,1,2016.0,Transit,2.85,8.5,2.02,14.13176026,0.1106,0.0,86.95,675.0,0.1033,3.854,2454975.26113,44.872,5315.0,0.82,0.85,-0.35798,-0.09,4.55,4.68,1019.26,15.92,14.446,0.4385508933249522,0.0033779730212224824,3.744639928075009e-05,0.0018234774933771872,0.07190298507449272,0.0006630711704686968,G,0,0,0,0,1,0,0,0,0.0,0.0,0.6270857497332103,0.1
Kepler-801 b,Kepler-801,1,1,2016.0,Transit,2.0,4.66,3.2,11.41928253,0.0795,0.0,89.36,419.0,0.09156,3.9867,2454970.6677,14.442,4435.0,0.63,0.67,-0.79815,-0.17,4.66,3.55,440.426,15.596,13.489,0.15916588925977057,0.0073521195794895,0.012225149679185494,0.0016162400706061497,0.07437873134314481,0.004615753651361521,K,0,0,0,0,0,1,0,0,0.0,0.0,0.7905916044754681,0.85
Kepler-802 b,Kepler-802,1,1,2016.0,Transit,3.54,12.3,1.52,40.0587473,0.2265,0.0,88.65,489.0,0.12394,5.533,2455002.91131,13.508,5507.0,0.9,0.93,-0.22563,0.06,4.5,4.68,780.585,15.01,13.596,0.5947986854124948,0.010624092099804573,0.00040734502677878376,0.002187819947039386,0.10322761194010592,0.0014628594996207397,G,0,0,0,0,1,0,0,0,0.0,0.0,0.591638114132143,0.1
Kepler-803 b,Kepler-803,1,1,2016.0,Transit,3.79,13.8,1.39,50.28638192,0.26721,0.0,89.98,543.0,0.11193,6.3668,2455000.63242,20.882,5919.0,1.12,1.05,0.24057,0.02,4.36,4.9,639.771,13.856,12.415,1.7400831437019386,0.030542677576432527,0.0016653665993432596,0.001975816416589628,0.11878358208933061,0.003491027849893774,G,0,0,0,0,1,0,0,0,0.0,0.0,0.5621659741981152,0.1
Kepler-804 b,Kepler-804,1,2,2016.0,Transit,1.94,4.42,3.33,14.37457351,0.11287,0.0,89.91,779.0,0.03358,4.782,2454971.20222,83.427,5817.0,1.05,1.01,0.04956,0.0,4.4,5.25,649.65,13.864,12.631,1.1208822710485928,0.006508568465719778,0.0015087104494707836,0.0005927625772275503,0.0892164179102813,0.0011244210317169925,G,0,0,0,0,1,0,0,0,0.0,0.0,0.7274226747060208,0.85
Kepler-804 c,Kepler-804,1,2,2016.0,Transit,1.14,1.55,5.75,9.65185017,0.08654,0.0,89.59,890.0,0.01032,4.457,2454965.15945,141.839,5817.0,1.05,1.01,0.04956,0.0,4.4,5.25,649.65,13.864,12.631,1.1208822710485928,0.0019310833277736458,0.0015087104494707836,0.0001821712268310994,0.08315298507447172,0.0006531974922801944,G,0,0,0,0,1,0,0,0,0.0,0.0,0.8291814290877642,1.0
Kepler-805 b,Kepler-805,1,1,2016.0,Transit,2.89,8.7,1.98,30.8638931,0.19852,0.0,85.76,743.0,0.02565,8.421,2454995.883,86.473,6112.0,1.65,1.19,0.5408,-0.06,4.08,4.27,638.49,12.586,11.547,3.473761519726527,0.01790478882332971,0.0016868371708893143,0.0004527802294784593,0.15710820895493074,0.00211858869310175,F,0,0,0,1,0,0,0,0,0.0,0.0,0.6127541080406134,0.1
Kepler-806 b,Kepler-806,1,1,2016.0,Transit,1.14,1.55,5.75,8.09219642,0.07684,0.0,75.28,1089.0,0.00653,5.455,2454971.04671,413.603,5770.0,1.16,0.99,0.40655,0.0,4.3,7.76,361.896,11.813,10.486,2.5500576571371285,0.009747888630612088,0.02681054496528442,0.0001152691968223914,0.10177238805951161,0.008894828393099137,G,0,0,0,0,1,0,0,0,0.0,0.0,0.7995253076161075,1.0
Kepler-808 b,Kepler-808,1,1,2016.0,Transit,1.46,2.73,4.82,0.631332353,0.01314,0.0,76.59,1322.0,0.04345,1.1076,2454966.944034,1428.3,4653.0,0.71,0.76,-0.6837,0.05,4.62,1.95,321.0,14.519,12.555,0.20715718457933557,0.004346916063814331,0.04035661327203115,0.000766990291260782,0.020664179104439056,0.012629887979239354,K,0,0,0,0,0,1,0,0,0.0,0.0,0.7378600117440572,1.0
Kepler-809 b,Kepler-809,1,1,2016.0,Transit,3.01,9.32,1.88,55.63934,0.2901,0.0,88.74,478.0,0.0853,7.119,2455020.5506,13.155,5734.0,0.98,0.99,0.00145,0.04,4.45,4.37,961.405,14.875,13.557,1.003344328213383,0.008597229646597678,6.678380145610362e-05,0.001505736981462479,0.13281716417885667,0.0010519828029359165,G,0,0,0,0,1,0,0,0,0.0,0.0,0.6440790642669474,0.1
Kepler-81 b,Kepler-81,1,3,2012.0,Transit,2.42,17.2,6.67,5.955,0.0522,0.0,89.0,635.0,0.15051,2.3691,2455003.95814,39.95,4385.0,0.59,0.64,-0.88941,-0.18,4.7,3.63,348.291,15.258,13.168,0.12900008605085006,0.01252152001707061,0.030717891780329534,0.0026568402471268196,0.044199626865589176,0.010811116847947898,K,0,0,0,0,0,1,0,0,0.0,0.0,0.7807699333276827,0.5
Kepler-81 c,Kepler-81,1,3,2012.0,Transit,2.37,4.3,1.77,12.04,0.08347,0.0,89.51,502.0,0.13169,2.7363,2455014.22266,15.62,4385.0,0.59,0.64,-0.88941,-0.18,4.7,3.63,348.291,15.258,13.168,0.12900008605085006,0.011774287956825329,0.030717891780329534,0.00232462488966933,0.051050373134233114,0.01068115594443461,K,0,0,0,0,0,1,0,0,0.0,0.0,0.6503436407649519,0.5
Kepler-81 d,Kepler-81,1,3,2014.0,Transit,1.21,1.92,5.96,20.837846,0.128,0.0,89.18,418.0,0.03984,2.57,2454965.07963,7.507,4500.0,0.595,0.648,-0.88941,-0.18,4.696,3.63,348.291,15.258,13.168,0.12900008605085006,0.0034521200595641886,0.030717891780329534,0.000703265666371221,0.04794776119394039,0.009649465225935641,K,0,0,0,0,0,1,0,0,0.0,0.0,0.9225971773451335,1.0
Kepler-810 b,Kepler-810,1,1,2016.0,Transit,1.93,4.38,3.35,4.59725385,0.055,0.0,89.85,1105.0,0.0313,2.823,2454969.48067,350.597,5803.0,1.04,1.03,-0.03156,0.1,4.42,4.17,1458.59,15.73,14.534,0.9299080343363887,0.000807792425602365,4.628327866662418e-07,0.0005525154457183539,0.052667910447662926,0.0001793076538595213,G,0,0,0,0,1,0,0,0,0.0,0.0,0.6849025229297848,0.85
Kepler-811 b,Kepler-811,1,1,2016.0,Transit,2.7,7.75,2.16,23.58447697,0.15911,0.0,88.28,730.0,0.04292,5.464,2454978.95746,78.59,5747.0,1.24,1.01,0.32275,0.05,4.25,7.94,985.041,14.046,12.852,2.1025677560441016,0.007254626511135468,5.27255710991732e-05,0.00075763459840996,0.1019402985072725,0.0007840180083218544,G,0,0,0,0,1,0,0,0,0.0,0.0,0.6346087397978324,0.1
Kepler-812 b,Kepler-812,1,1,2016.0,Transit,3.55,12.3,1.51,10.11716531,0.1024,0.0,88.95,1163.0,0.02887,4.939,2454970.4446,421.917,6761.0,1.71,1.45,0.75193,0.02,4.13,1.66,1482.74,13.815,13.006,5.648459250682742,0.004025930718854836,3.6353145864132133e-07,0.0005096204766098682,0.09214552238788778,0.00044425400519744484,F,0,0,0,1,0,0,0,0,0.0,0.0,0.5102484210803759,0.1
Kepler-813 b,Kepler-813,1,1,2016.0,Transit,2.14,5.22,2.93,19.12947337,0.1439,0.0,87.58,817.0,0.04512,3.757,2454972.43468,56.04,5743.0,0.93,0.95,-0.0712,-0.13,4.48,3.98,840.0,14.646,13.498,0.848789503007244,0.003488106114672271,0.0002248673241788482,0.0007964695498662022,0.07009328358195878,0.0005232576300993042,G,0,0,0,0,1,0,0,0,0.0,0.0,0.6920796092235416,0.5
Kepler-814 b,Kepler-814,1,1,2016.0,Transit,2.12,5.14,2.96,6.1469851,0.0695,0.0,89.67,1164.0,0.02496,3.392,2454968.074,935.124,6162.0,1.22,1.15,0.66937,0.01,4.33,3.02,2055.77,14.859,13.713,4.670571232051168,0.0015040854248486786,1.1800606517519182e-09,0.00044060017652172885,0.06328358208943417,0.00021597390424078763,F,0,0,0,1,0,0,0,0,0.0,0.0,0.6516848255276079,0.5
Kepler-815 b,Kepler-815,1,1,2016.0,Transit,4.11,15.8,1.25,8.57503552,0.09473,0.0,89.03,1374.0,0.01606,8.545,2454973.13883,979.136,5028.0,3.42,1.25,0.85698,-0.03,3.46,4.9,1259.28,13.438,11.794,7.194158469167383,0.008995008425326927,3.3963813566043003e-06,0.00028349514563056754,0.15942164179074733,0.0008223310598479411,K,0,0,0,0,0,1,0,0,0.0,0.0,0.45815963470478316,0.1
Kepler-816 b,Kepler-816,1,1,2016.0,Transit,10.24,74.5,0.381,10.506825646,0.0895,0.0,88.93,668.0,1.33555,3.7432,2455193.082546,50.563,5286.0,0.85,0.9,-0.37445,0.16,4.54,4.17,983.697,16.365,14.426,0.4222308873803134,0.04384112275761275,5.343898618526229e-05,0.02357546337153826,0.06983582089539209,0.008457802090670385,G,0,0,0,0,1,0,0,0,0.0,0.0,0.3085131014690063,0.1
Kepler-817 b,Kepler-817,1,1,2016.0,Transit,9.03,60.2,0.449,3.990106229,0.0493,0.0,87.09,1124.0,0.61549,2.4269,2455188.840733,550.203,5861.0,1.03,1.03,0.08609,0.02,4.42,3.55,1484.46,15.967,14.386,1.2192422395567672,0.016879008896338584,3.5733218414538306e-07,0.010864783759910212,0.045277985074542386,0.0036078498887128687,G,0,0,0,0,1,0,0,0,0.0,0.0,0.3039572284113748,0.1
Kepler-818 b,Kepler-818,1,1,2016.0,Transit,5.11,22.9,0.943,10.035385814,0.0886,0.0,89.81,786.0,0.28297,3.4185,2454970.47131,100.779,5638.0,0.92,0.94,-0.124,-0.08,4.49,3.98,925.037,15.368,13.882,0.7516228940182055,0.014650693639401675,9.607609732816322e-05,0.004995057369805834,0.06377798507450787,0.0022732041783290065,G,0,0,0,0,1,0,0,0,0.0,0.0,0.45087243439708574,0.1
Kepler-819 b,Kepler-819,1,1,2016.0,Transit,2.76,8.05,2.1,33.1995648,0.1894,0.0,89.98,485.0,0.11789,5.0135,2454986.66308,9.913,5279.0,0.81,0.86,-0.39773,-0.06,4.55,4.47,664.306,15.402,13.688,0.400193471909196,0.008837867319651214,0.0013030338534735448,0.00208102383053472,0.0935354477610195,0.0015583703911076201,G,0,0,0,0,1,0,0,0,0.0,0.0,0.6697766753378879,0.1
Kepler-82 b,Kepler-82,1,5,2012.0,Transit,4.07,12.15,0.98,26.44,0.1683,0.0033,89.052,562.0,0.18435,3.9783,2455027.12074,19.558,5401.0,0.898,0.91,-0.18507,0.2107,4.49,1.41,904.326,15.131,13.879,0.6530252889237527,0.0103250438991876,0.0001181849249050991,0.0032541924095264713,0.07422201492523466,0.001563965621097195,G,0,0,0,0,1,0,0,0,0.0,0.0,0.4991485153755109,0.1
Kepler-82 c,Kepler-82,1,5,2012.0,Transit,5.34,13.9,0.494,51.54,0.2626,0.007,90.15,450.0,0.36443,6.3994,2455007.05501,8.035,5401.0,0.898,0.91,-0.18507,0.2107,4.49,1.41,904.326,15.131,13.879,0.6530252889237527,0.02588712075308585,0.0001181849249050991,0.006433009708726508,0.11939179104455337,0.0035225703187604794,G,0,0,0,0,1,0,0,0,0.0,0.0,0.3981450854736259,0.1
Kepler-82 d,Kepler-82,1,5,2014.0,Transit,1.77,885.098,220.0,2.382961,0.034,0.0,86.85,1253.0,0.0369,2.026,2454968.08186,484.351,5428.0,0.945,0.946,-0.18507,0.2107,4.466,1.41,904.326,15.131,13.879,0.6530252889237527,0.0014748440032203477,0.0001181849249050991,0.0006513680494251521,0.037798507462616045,0.00029109695985408783,G,0,0,0,0,1,0,0,0,0.0,0.0,0.25465675543201327,1.0
Kepler-82 e,Kepler-82,1,5,2014.0,Transit,2.47,254.02,0.54,5.902206,0.063,0.0,89.23,926.0,0.07023,2.827,2454969.78443,144.337,5428.0,0.945,0.946,-0.18507,0.2107,4.466,1.41,904.326,15.131,13.879,0.6530252889237527,0.0033157789693195943,0.0001181849249050991,0.0012397175639872202,0.052742537313334434,0.0005652539892708828,G,0,0,0,0,1,0,0,0,0.0,0.0,0.4092114198470268,0.5
Kepler-82 f,Kepler-82,1,5,2019.0,Transit Timing Variations,4.84,20.9,1.01,75.732,0.3395,0.0014,86.3,387.4335031074119,,,,98.461,5401.0,0.898,0.91,-0.18507,0.2107,4.49,1.41,904.326,15.131,13.879,0.6530252889237527,0.0,0.0001181849249050991,0.0,0.01865671641787564,3.5455477471529727e-05,G,0,0,0,0,1,0,0,0,0.0,0.0,0.5173861938973389,0.1
Kepler-820 b,Kepler-820,1,1,2016.0,Transit,6.09,30.8,0.749,127.8338098,0.56004,0.0,89.72,554.0,0.19185,10.8773,2455126.41778,16.228,6260.0,1.36,1.23,0.6895,0.09,4.25,2.63,1387.2,14.135,12.841,4.892152651344179,0.0462191928487565,9.450764625260006e-07,0.0033865842894909327,0.2029347014921587,0.004606423946820444,F,0,0,0,1,0,0,0,0,0.0,0.0,0.43200366262609663,0.1
Kepler-821 b,Kepler-821,1,1,2016.0,Transit,1.31,2.27,5.55,1.92279873,0.029,0.0,89.74,1215.0,0.02597,1.9191,2454967.50338,496.82,5191.0,0.8,0.84,-0.36439,-0.03,4.56,4.79,614.571,15.153,13.435,0.4321256044154959,0.001520620189383024,0.002142654067341568,0.0004584289496902764,0.03580410447754514,0.0008637410487937515,K,0,0,0,0,0,1,0,0,0.0,0.0,0.7770104039401701,1.0
Kepler-822 b,Kepler-822,1,1,2016.0,Transit,1.77,3.78,3.75,3.222969273,0.04078,0.0,87.67,1239.0,0.02327,2.8575,2455011.07208,535.188,5928.0,1.08,1.06,-0.00495,0.04,4.4,3.55,860.391,14.75,13.391,0.9886669125896695,0.0017313684640844634,0.00018338734549582357,0.0004107678729030701,0.053311567164079636,0.000284343296498162,G,0,0,0,0,1,0,0,0,0.0,0.0,0.6943700762195378,1.0
Kepler-823 b,Kepler-823,1,1,2016.0,Transit,1.57,3.09,4.39,4.16809082,0.0507,0.0,85.09,1277.0,0.0263,2.723,2454967.89991,803.353,5643.0,0.96,0.98,0.33549,0.06,4.47,4.47,1389.27,15.089,13.619,2.1651600240819966,0.001548387188111391,9.257144677610209e-07,0.0004642541924087127,0.050802238805875366,0.00022474790181904557,G,0,0,0,0,1,0,0,0,0.0,0.0,0.7233446132538577,1.0
Kepler-824 b,Kepler-824,1,1,2016.0,Transit,1.87,4.16,3.5,4.51436633,0.055,0.0,89.42,1231.0,0.02307,2.956,2454967.02904,454.604,6035.0,1.22,1.15,0.12216,0.14,4.32,3.31,1201.4,15.051,13.792,1.324829530533524,0.0012067013799561851,6.0587927130464806e-06,0.00040723742277068447,0.05514925373124039,0.0001858397569833808,F,0,0,0,1,0,0,0,0,0.0,0.0,0.680373037386491,0.85
Kepler-825 b,Kepler-825,1,2,2016.0,Transit,1.53,2.96,4.54,3.77360059,0.0453,0.0,90.0,1270.0,0.0176,2.6854,2454967.06939,734.464,5976.0,1.08,1.03,0.11956,-0.08,4.39,3.55,807.85,14.296,13.069,1.3169218396300586,0.0017077219480168147,0.00031013589052592433,0.00031067961164993704,0.05010074626856324,0.00030034015557144864,G,0,0,0,0,1,0,0,0,0.0,0.0,0.731088557067764,1.0
Kepler-825 c,Kepler-825,1,2,2016.0,Transit,1.84,4.04,3.56,8.1818246,0.0759,0.0,88.11,981.0,0.02996,2.4596,2454967.81479,261.628,5976.0,1.08,1.03,0.11956,-0.08,4.39,3.55,807.85,14.296,13.069,1.3169218396300586,0.002782108423710319,0.00031013589052592433,0.0005288614298313701,0.04588805970140692,0.00043530383681129577,G,0,0,0,0,1,0,0,0,0.0,0.0,0.7135788684424607,0.85
